gene_symbol	phenotypes
IFNAR2	"?Immunodeficiency 45, 616669 (3), Autosomal recessive; {Hepatitis B virus, susceptibility to}, 610424 (3)"
IL10RB	"{Hepatitis B virus, susceptibility to}, 610424 (3); Inflammatory bowel disease 25, early onset, autosomal recessive, 612567 (3), Autosomal recessive"
IFNGR2	"Immunodeficiency 28, mycobacteriosis, 614889 (3), Autosomal recessive"
SON	"ZTTK syndrome, 617140 (3), Autosomal dominant"
DONSON	"Microcephaly-micromelia syndrome, 251230 (3), Autosomal recessive; Microcephaly, short stature, and limb abnormalities, 617604 (3), Autosomal recessive"
KCNE2	"Atrial fibrillation, familial, 4, 611493 (3); Long QT syndrome 6, 613693 (3), Autosomal dominant"
KCNE1	"Long QT syndrome 5, 613695 (3), Autosomal dominant; Jervell and Lange-Nielsen syndrome 2, 612347 (3), Autosomal recessive"
RUNX1	"Platelet disorder, familial, with associated myeloid malignancy, 601399 (3), Autosomal dominant; Leukemia, acute myeloid, 601626 (3), Autosomal dominant, Somatic mutation"
CLDN14	"Deafness, autosomal recessive 29, 614035 (3), Autosomal recessive"
HLCS	"Holocarboxylase synthetase deficiency, 253270 (3), Autosomal recessive"
PIGP	"Epileptic encephalopathy, early infantile, 55, 617599 (3), Autosomal recessive"
DYRK1A	"Mental retardation, autosomal dominant 7, 614104 (3), Autosomal dominant"
KCNJ6	"Keppen-Lubinsky syndrome, 614098 (3), Autosomal dominant"
RIPK4	"Popliteal pterygium syndrome, Bartsocas-Papas type, 263650 (3), Autosomal recessive; CHAND syndrome, 214350 (3), Autosomal recessive"
TMPRSS3	"Deafness, autosomal recessive 8/10, 601072 (3), Autosomal recessive"
RSPH1	"Ciliary dyskinesia, primary, 24, 615481 (3), Autosomal recessive"
WDR4	"Microcephaly, growth deficiency, seizures, and brain malformations, 618346 (3), Autosomal recessive; Galloway-Mowat syndrome 6, 618347 (3), Autosomal recessive"
CBS	"Homocystinuria, B6-responsive and nonresponsive types, 236200 (3), Autosomal recessive; Thrombosis, hyperhomocysteinemic, 236200 (3), Autosomal recessive"
CRYAA	"Cataract 9, multiple types, 604219 (3), Autosomal recessive, Autosomal dominant"
SIK1	"Epileptic encephalopathy, early infantile, 30, 616341 (3), Autosomal dominant"
PDXK	"Neuropathy, hereditary motor and sensory, type VIC, with optic atrophy, 618511 (3), Autosomal recessive"
CSTB	"Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg), 254800 (3), Autosomal recessive"
AIRE	"Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia, 240300 (3), Autosomal recessive, Autosomal dominant"
PFKL	Hemolytic anemia due to phosphofructokinase deficiency (1)
CFAP410	"Spondylometaphyseal dysplasia, axial, 602271 (3), Autosomal recessive; Retinal dystrophy with macular staphyloma, 617547 (3), Autosomal recessive"
TSPEAR	"Ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis, 618180 (3), Autosomal recessive; ?Deafness, autosomal recessive 98, 614861 (3), Autosomal recessive"
ITGB2	"Leukocyte adhesion deficiency, 116920 (3), Autosomal recessive"
ADARB1	"Neurodevelopmental disorder with hypotonia, microcephaly, and seizures, 618862 (3)"
COL18A1	"Knobloch syndrome, type 1, 267750 (3), Autosomal recessive"
COL6A1	"Ullrich congenital muscular dystrophy 1, 254090 (3), Autosomal recessive, Autosomal dominant; Bethlem myopathy 1, 158810 (3), Autosomal recessive, Autosomal dominant"
COL6A2	"Bethlem myopathy 1, 158810 (3), Autosomal recessive, Autosomal dominant; Ullrich congenital muscular dystrophy 1, 254090 (3), Autosomal recessive, Autosomal dominant; ?Myosclerosis, congenital, 255600 (3), Autosomal recessive"
FTCD	"Glutamate formiminotransferase deficiency, 229100 (3), Autosomal recessive"
LSS	"Alopecia-mental retardation syndrome 4, 618840 (3), Autosomal recessive; Cataract 44, 616509 (3), Autosomal recessive; Hypotrichosis 14, 618275 (3), Autosomal recessive"
MCM3AP	"Peripheral neuropathy, autosomal recessive, with or without impaired intellectual development, 618124 (3), Autosomal recessive"
PCNT	"Microcephalic osteodysplastic primordial dwarfism, type II, 210720 (3), Autosomal recessive"
IL17RA	"Immunodeficiency 51, 613953 (3), Autosomal recessive"
ADA2	"Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome, 615688 (3), Autosomal recessive; ?Sneddon syndrome, 182410 (3), Autosomal recessive"
ATP6V1E1	"Cutis laxa, autosomal recessive, type IIC, 617402 (3), Autosomal recessive"
PEX26	"Peroxisome biogenesis disorder 7A (Zellweger), 614872 (3), Autosomal recessive; Peroxisome biogenesis disorder 7B, 614873 (3), Autosomal recessive"
TUBA8	"Cortical dysplasia, complex, with other brain malformations 8, 613180 (3), Autosomal recessive"
USP18	"Pseudo-TORCH syndrome 2, 617397 (3), Autosomal recessive"
PRODH	"Hyperprolinemia, type I, 239500 (3), Autosomal recessive; {Schizophrenia, susceptibility to, 4}, 600850 (3), Autosomal dominant"
SLC25A1	"Myasthenic syndrome, congenital, 23, presynaptic, 618197 (3), Autosomal recessive; Combined D-2- and L-2-hydroxyglutaric aciduria, 615182 (3), Autosomal recessive"
CDC45	"Meier-Gorlin syndrome 7, 617063 (3), Autosomal recessive"
GP1BB	"Giant platelet disorder, isolated, 231200 (3), Autosomal recessive; Bernard-Soulier syndrome, type B, 231200 (3), Autosomal recessive"
TBX1	"Conotruncal anomaly face syndrome, 217095 (3); Velocardiofacial syndrome, 192430 (3), Autosomal dominant; DiGeorge syndrome, 188400 (3), Autosomal dominant; Tetralogy of Fallot, 187500 (3), Autosomal dominant"
TXNRD2	"?Glucocorticoid deficiency 5, 617825 (3), Autosomal recessive"
COMT	"{Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant; {Panic disorder, susceptibility to}, 167870 (3), ?Autosomal dominant"
TANGO2	"Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration, 616878 (3), Autosomal recessive"
RTN4R	"{Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant"
SCARF2	"Van den Ende-Gupta syndrome, 600920 (3), Autosomal recessive"
PI4KA	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3), Autosomal recessive"
SERPIND1	"Thrombophilia due to heparin cofactor II deficiency, 612356 (3), Autosomal dominant"
SNAP29	"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome, 609528 (3), Autosomal recessive"
LZTR1	"{Schwannomatosis-2, susceptibility to}, 615670 (3), Autosomal dominant; Noonan syndrome 2, 605275 (3), Autosomal recessive; Noonan syndrome 10, 616564 (3), Autosomal dominant"
GGT2	"[Gamma-glutamyltransferase, familial high serum], 137181 (2)"
BCR	"Leukemia, chronic myeloid, Philadelphia chromosome positive, somatic, 608232 (4); Leukemia, acute lymphocytic, Philadelphia chromosome positive, somatic, 613065 (4)"
IGLL1	"Agammaglobulinemia 2, 613500 (3), Autosomal recessive"
CHCHD10	"Spinal muscular atrophy, Jokela type, 615048 (3), Autosomal dominant; Frontotemporal dementia and/or amyotrophic lateral sclerosis 2, 615911 (3), Autosomal dominant; ?Myopathy, isolated mitochondrial, autosomal dominant, 616209 (3), Autosomal dominant"
SMARCB1	"Rhabdoid tumors, somatic, 609322 (3); {Schwannomatosis-1, susceptibility to}, 162091 (3), Autosomal dominant; Coffin-Siris syndrome 3, 614608 (3), Autosomal dominant; {Rhabdoid tumor predisposition syndrome 1}, 609322 (3), Autosomal dominant"
MIF	"{Rheumatoid arthritis, systemic juvenile, susceptibility to}, 604302 (3)"
SPECC1L	"Hypertelorism, Teebi type, 145420 (3), Autosomal dominant; ?Facial clefting, oblique, 1, 600251 (3), Autosomal dominant; Opitz GBBB syndrome, type II, 145410 (3), Autosomal dominant"
UPB1	"Beta-ureidopropionase deficiency, 613161 (3), Autosomal recessive"
GGT1	"?Glutathioninuria, 231950 (3), Autosomal recessive"
CRYBB3	"Cataract 22, 609741 (3), Autosomal recessive, Autosomal dominant"
CRYBB2	"Cataract 3, multiple types, 601547 (3), Autosomal dominant"
MYO18B	"Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism, 616549 (3), Autosomal recessive"
HPS4	"Hermansky-Pudlak syndrome 4, 614073 (3), Autosomal recessive"
CRYBB1	"Cataract 17, multiple types, 611544 (3), Autosomal recessive, Autosomal dominant"
CRYBA4	"Cataract 23, 610425 (3)"
MIAT	"{Myocardial infarction, susceptibility to}, 608446 (3)"
MN1	"Meningioma, 607174 (3), Autosomal dominant; CEBALID syndrome, 618774 (3), Autosomal dominant"
CHEK2	"Li-Fraumeni syndrome, 609265 (3); Osteosarcoma, somatic, 259500 (3); {Prostate cancer, familial, susceptibility to}, 176807 (3), Autosomal dominant, Somatic mutation; {Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant, Somatic mutation; {Breast and colorectal cancer, susceptibility to} (3)"
XBP1	"{Major affective disorder-7, susceptibility to}, 612371 (3)"
KREMEN1	"Ectodermal dysplasia 13, hair/tooth type, 617392 (3), Autosomal recessive"
EWSR1	"Neuroepithelioma, 612219 (3); Ewing sarcoma, 612219 (3)"
AP1B1	"Keratitis-ichthyosis-deafness syndrome, autosomal recessive, 242150 (3), Autosomal recessive"
NEFH	"Charcot-Marie-Tooth disease, axonal, type 2CC, 616924 (3), Autosomal dominant; ?{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3), Autosomal recessive, Autosomal dominant"
NF2	"Meningioma, NF2-related, somatic, 607174 (3); Schwannomatosis, somatic, 162091 (3); Neurofibromatosis, type 2, 101000 (3), Autosomal dominant"
TCN2	"Transcobalamin II deficiency, 275350 (3), Autosomal recessive"
MORC2	"Charcot-Marie-Tooth disease, axonal, type 2Z, 616688 (3), Autosomal dominant"
DEPDC5	"Epilepsy, familial focal, with variable foci 1, 604364 (3), Autosomal dominant"
SLC5A1	"Glucose/galactose malabsorption, 606824 (3), Autosomal recessive"
FBXO7	"Parkinson disease 15, autosomal recessive, 260300 (3), Autosomal recessive"
TIMP3	"Sorsby fundus dystrophy, 136900 (3), Autosomal dominant"
LARGE1	"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6, 608840 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6, 613154 (3), Autosomal recessive"
HMOX1	"{Pulmonary disease, chronic obstructive, susceptibility to}, 606963 (3); Heme oxygenase-1 deficiency, 614034 (3)"
MCM5	"?Meier-Gorlin syndrome 8, 617564 (3), Autosomal recessive"
APOL4	"{Schizophrenia}, 181500 (1), Autosomal dominant"
APOL2	"{Schizophrenia}, 181500 (1), Autosomal dominant"
APOL1	"{End-stage renal disease, nondiabetic, susceptibility to}, 612551 (3); {Glomerulosclerosis, focal segmental, 4, susceptibility to}, 612551 (3)"
MYH9	"Deafness, autosomal dominant 17, 603622 (3), Autosomal dominant; Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss, 155100 (3), Autosomal dominant"
TXN2	"?Combined oxidative phosphorylation deficiency 29, 616811 (3), Autosomal recessive"
CACNG2	"?Mental retardation, autosomal dominant 10, 614256 (3), Autosomal dominant"
IFT27	"?Bardet-Biedl syndrome 19, 615996 (3), Autosomal recessive"
NCF4	"?Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III, 613960 (3), Autosomal recessive"
CSF2RB	"Surfactant metabolism dysfunction, pulmonary, 5, 614370 (3), Autosomal recessive"
KCTD17	"Dystonia 26, myoclonic, 616398 (3), Autosomal dominant"
TMPRSS6	"Iron-refractory iron deficiency anemia, 206200 (3), Autosomal recessive"
IL2RB	"Immunodeficiency 63 with lymphoproliferation and autoimmunity, 618495 (3), Autosomal recessive"
RAC2	"Neutrophil immunodeficiency syndrome, 608203 (3)"
LGALS2	"{Myocardial infarction, susceptibility to}, 608446 (3)"
TRIOBP	"Deafness, autosomal recessive 28, 609823 (3), Autosomal recessive"
SOX10	"Waardenburg syndrome, type 2E, with or without neurologic involvement, 611584 (3), Autosomal dominant; PCWH syndrome, 609136 (3), Autosomal dominant; Waardenburg syndrome, type 4C, 613266 (3), Autosomal dominant"
PLA2G6	"Infantile neuroaxonal dystrophy 1, 256600 (3), Autosomal recessive; Parkinson disease 14, autosomal recessive, 612953 (3), Autosomal recessive; Neurodegeneration with brain iron accumulation 2B, 610217 (3), Autosomal recessive"
DNAL4	"?Mirror movements 3, 616059 (3), Autosomal recessive"
PDGFB	"Dermatofibrosarcoma protuberans, 607907 (3); Basal ganglia calcification, idiopathic, 5, 615483 (3), Autosomal dominant; Meningioma, SIS-related, 607174 (3), Autosomal dominant"
ADSL	"Adenylosuccinase deficiency, 103050 (3), Autosomal recessive"
MRTFA	"?Immunodeficiency 66, 618847 (3), Autosomal recessive"
XPNPEP3	"Nephronophthisis-like nephropathy 1, 613159 (3), Autosomal recessive"
EP300	"Rubinstein-Taybi syndrome 2, 613684 (3), Autosomal dominant; Menke-Hennekam syndrome 2, 618333 (3), Autosomal dominant; Colorectal cancer, somatic, 114500 (3)"
ACO2	"Infantile cerebellar-retinal degeneration, 614559 (3), Autosomal recessive; ?Optic atrophy 9, 616289 (3), Autosomal recessive"
MEI1	"Hydatidiform mole, recurrent, 3, 618431 (3), Autosomal recessive"
TNFRSF13C	"Immunodeficiency, common variable, 4, 613494 (3), Autosomal recessive"
NAGA	"Kanzaki disease, 609242 (3), Autosomal recessive; Schindler disease, type I, 609241 (3), Autosomal recessive; Schindler disease, type III, 609241 (3), Autosomal recessive"
NDUFA6	"Mitochondrial complex I deficiency, nuclear type 33, 618253 (3), Autosomal recessive"
CYP2D6	"{Debrisoquine sensitivity}, 608902 (3), Autosomal recessive; {Codeine sensitivity}, 608902 (3), Autosomal recessive"
TCF20	"Developmental delay with variable intellectual impairment and behavioral abnormalities, 618430 (3), Autosomal dominant"
CYB5R3	"Methemoglobinemia, type I, 250800 (3), Autosomal recessive; Methemoglobinemia, type II, 250800 (3), Autosomal recessive"
A4GALT	"[Blood group, P1Pk system, p phenotype], 111400 (3); NOR polyagglutination syndrome, 111400 (3); [Blood group, P1Pk system, P(2) phenotype], 111400 (3)"
FBLN1	"Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses, 608180 (4), Autosomal dominant"
ATXN10	"Spinocerebellar ataxia 10, 603516 (3), Autosomal dominant"
PPARA	"{Hyperapobetalipoproteinemia, susceptibility to} (3)"
TRMU	"Liver failure, transient infantile, 613070 (3), Autosomal recessive; {Deafness, mitochondrial, modifier of}, 580000 (3), Mitochondrial"
ALG12	"Congenital disorder of glycosylation, type Ig, 607143 (3), Autosomal recessive"
MLC1	"Megalencephalic leukoencephalopathy with subcortical cysts, 604004 (3), Autosomal recessive"
TUBGCP6	"Microcephaly and chorioretinopathy, autosomal recessive, 1, 251270 (3), Autosomal recessive"
SBF1	"Charcot-Marie-Tooth disease, type 4B3, 615284 (3), Autosomal recessive"
SCO2	"Myopia 6, 608908 (3), Autosomal dominant; Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1, 604377 (3), Autosomal recessive"
TYMP	"Mitochondrial DNA depletion syndrome 1 (MNGIE type), 603041 (3), Autosomal recessive"
CHKB	"Muscular dystrophy, congenital, megaconial type, 602541 (3), Autosomal recessive"
ARSA	"Metachromatic leukodystrophy, 250100 (3), Autosomal recessive"
SHANK3	"{Schizophrenia 15}, 613950 (3), Autosomal dominant; Phelan-McDermid syndrome, 606232 (3), Autosomal dominant"
ACR	"?Male infertility due to acrosin deficiency, 102480 (2)"
SHOX	"Langer mesomelic dysplasia, 249700 (3), Pseudoautosomal recessive; Short stature, idiopathic familial, 300582 (3); Leri-Weill dyschondrosteosis, 127300 (3), Pseudoautosomal dominant"
CSF2RA	"Surfactant metabolism dysfunction, pulmonary, 4, 300770 (3)"
ARSL	"Chondrodysplasia punctata, X-linked recessive, 302950 (3), X-linked recessive"
NLGN4X	"Mental retardation, X-linked, 300495 (3), X-linked, Multifactorial, Isolated cases; {Asperger syndrome susceptibility, X-linked 2}, 300497 (3), X-linked; {Autism susceptibility, X-linked 2}, 300495 (3), X-linked, Multifactorial, Isolated cases"
STS	"Ichthyosis, X-linked, 308100 (3), X-linked recessive"
ANOS1	"Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1), 308700 (3), X-linked recessive"
TBL1X	"Hypothyroidism, congenital, nongoitrous, 8, 301033 (3), X-linked"
GPR143	"Ocular albinism, type I, Nettleship-Falls type, 300500 (3), X-linked; Nystagmus 6, congenital, X-linked, 300814 (3), X-linked recessive"
CLCN4	"Raynaud-Claes syndrome, 300114 (3), X-linked dominant"
MID1	"Opitz GBBB syndrome, type I, 300000 (3), X-linked recessive"
HCCS	"Linear skin defects with multiple congenital anomalies 1, 309801 (3), X-linked dominant"
AMELX	"Amelogenesis imperfecta, type 1E, 301200 (3), X-linked dominant"
MSL3	"Basilicata-Akhtar syndrome, 301032 (3)"
FRMPD4	"Mental retardation, X-linked 104, 300983 (3), X-linked"
TRAPPC2	"Spondyloepiphyseal dysplasia tarda, 313400 (3), X-linked recessive"
OFD1	"Orofaciodigital syndrome I, 311200 (3), X-linked dominant; ?Retinitis pigmentosa 23, 300424 (3), X-linked recessive; Joubert syndrome 10, 300804 (3), X-linked recessive; Simpson-Golabi-Behmel syndrome, type 2, 300209 (3), X-linked recessive"
FANCB	"Fanconi anemia, complementation group B, 300514 (3), X-linked recessive"
PIGA	"Multiple congenital anomalies-hypotonia-seizures syndrome 2, 300868 (3), X-linked recessive; Paroxysmal nocturnal hemoglobinuria, somatic, 300818 (3)"
AP1S2	"Mental retardation, X-linked syndromic 5, 304340 (3), X-linked recessive"
NHS	"Nance-Horan syndrome, 302350 (3), X-linked dominant; Cataract 40, X-linked, 302200 (3), X-linked"
CDKL5	"Epileptic encephalopathy, early infantile, 2, 300672 (3), X-linked dominant"
RS1	"Retinoschisis, 312700 (3), X-linked recessive"
PHKA2	"Glycogen storage disease, type IXa2, 306000 (3), X-linked recessive; Glycogen storage disease, type IXa1, 306000 (3), X-linked recessive"
ADGRG2	"Congenital bilateral absence of vas deferens, X-linked, 300985 (3), X-linked"
PDHA1	"Pyruvate dehydrogenase E1-alpha deficiency, 312170 (3), X-linked dominant"
SH3KBP1	"?Immunodeficiency 61, 300310 (3), X-linked recessive"
RPS6KA3	"Mental retardation, X-linked 19, 300844 (3), X-linked dominant; Coffin-Lowry syndrome, 303600 (3), X-linked dominant"
CNKSR2	"Mental retardation, X-linked, syndromic, Houge type, 301008 (3), X-linked"
SMPX	"Deafness, X-linked 4, 300066 (3), X-linked dominant"
MBTPS2	"IFAP syndrome with or without BRESHECK syndrome, 308205 (3), X-linked recessive; Keratosis follicularis spinulosa decalvans, X-linked, 308800 (3), X-linked recessive; Osteogenesis imperfecta, type XIX, 301014 (3), X-linked recessive; ?Olmsted syndrome, X-linked, 300918 (3), X-linked recessive"
